Dataset: nethept
STREAM: model = inNOut_repeat|  size = 1522
RTIM: k = 200 | theta_ap = 0.8 | reach = 1
------------------------------------------------------------
position  user_id   ap(user)    sigma_old(user)  sigma_new(user)  theta_I   rtim_status                  seed_size imm_status
751       2019      0.0978142   5.77956          3.19388          7.17657   ignored (score too low)      -         -         
752       4319      0.0160375   3.73136          3.25785          7.17657   ignored (score too low)      -         -         
753       3098      0           5.13403          -                7.17657   ignored (score too low)      -         -         
754       4579      0.0868042   7.32421          5.20967          7.17476   ignored (score too low)      -         -         
755       233       0           2.19073          2.17804          7.17476   ignored (score too low)      -         -         
756       9840      0.012988    2.54162          2.45027          7.17476   ignored (score too low)      -         -         
757       599       0.0232127   9.99503          8.13688          7.17476   targeted                     34        targeted  
758       9422      0           4.08333          -                7.17111   ignored (score too low)      -         -         
759       10749     0.0369749   2.21647          1.83312          7.17111   ignored (score too low)      -         -         
760       2058      0           3.00061          -                7.17111   ignored (score too low)      -         -         
761       9907      0           4.04238          -                7.17111   ignored (score too low)      -         -         
762       9050      0           2.43214          -                7.17111   ignored (score too low)      -         -         
763       1577      0.0291624   1.34652          1.21041          7.17111   ignored (score too low)      -         -         
764       3975      0           2.0625           -                7.17111   ignored (score too low)      -         -         
765       6859      0           2.45             -                7.17111   ignored (score too low)      -         -         
766       2971      0           2.5792           2.54014          7.17111   ignored (score too low)      -         -         
767       2119      0.0186376   5.99456          4.68943          7.17111   ignored (score too low)      -         -         
768       1852      0.0256094   5.54874          4.96825          7.17111   ignored (score too low)      -         -         
769       6547      0.025       3.72306          3.32043          7.17111   ignored (score too low)      -         -         
770       1896      0           2.03571          -                7.17111   ignored (score too low)      -         -         
771       7669      0.0321417   2.25859          2.03921          7.17111   ignored (score too low)      -         -         
772       7746      0           2.29563          -                7.17111   ignored (score too low)      -         -         
773       2716      0.158144    4.58082          0.761454         7.17111   ignored (score too low)      -         -         
774       772       0.0228657   4.22216          3.73213          7.17111   ignored (score too low)      -         -         
775       3908      0.0956987   4.21837          2.64055          7.17111   ignored (score too low)      -         -         
776       13482     0           2.09038          -                7.17111   ignored (score too low)      -         -         
777       13534     0.0102041   1.32924          1.238            7.17111   ignored (score too low)      -         -         
778       7511      0           2.11111          -                7.17111   ignored (score too low)      -         -         
779       8279      0           2.27778          -                7.17111   ignored (score too low)      -         -         
780       5212      0.0288883   3.53794          3.30711          7.17111   ignored (score too low)      -         -         
781       8170      0           1.8934           1.84499          7.17111   ignored (score too low)      -         -         
782       8131      0.0416666   4.43819          3.98328          7.17111   ignored (score too low)      -         -         
783       6501      0           2.25             -                7.17111   ignored (score too low)      -         -         
784       10581     0           2.11528          -                7.17111   ignored (score too low)      -         -         
785       316       0.00967881  6.40124          5.81592          7.17111   ignored (score too low)      -         -         
786       14632     0.128664    1.31385          1.17563          7.17111   ignored (score too low)      -         -         
787       3177      0           2.06667          -                7.17111   ignored (score too low)      -         -         
788       11756     0           2.00665          -                7.17111   ignored (score too low)      -         -         
789       3059      0           2.24078          2.19203          7.17111   ignored (score too low)      -         -         
790       9922      0           3.39951          -                7.17111   ignored (score too low)      -         -         
791       1514      0.0301852   7.75383          7.38874          7.17111   targeted                     35        -         
792       12088     0           1.77371          1.76468          7.16769   ignored (score too low)      -         -         
793       2188      0           2.28814          2.18727          7.16769   ignored (score too low)      -         -         
794       1666      0           3.39971          3.39177          7.16769   ignored (score too low)      -         -         
795       953       0.0229002   5.52618          4.65326          7.16769   ignored (score too low)      -         -         
796       10759     0.301237    1.87523          0.397825         7.16769   ignored (score too low)      -         -         
797       9797      0           3.33333          -                7.16769   ignored (score too low)      -         -         
798       11403     0           2.06138          -                7.16769   ignored (score too low)      -         -         
799       3071      0.0298469   2.41269          2.16719          7.16769   ignored (score too low)      -         -         
800       1769      0.00575799  3.43198          3.273            7.16769   ignored (score too low)      -         -         
801       6235      0.273601    -0.428735        -3.55238         7.16769   ignored (score too low)      -         -         
802       12        1           8.04646          -                7.16769   ignored (already targeted)   -         -         
803       7655      0.175343    2.95115          1.41651          7.16769   ignored (score too low)      -         -         
804       8170      0           1.84499          1.79658          7.16769   ignored (score too low)      -         -         
805       8689      0           4.50988          -                7.16769   ignored (score too low)      -         -         
806       8023      0.0203539   2.19027          2.08283          7.16769   ignored (score too low)      -         -         
807       14137     0           2.25             -                7.16769   ignored (score too low)      -         -         
808       606       1           12.4118          -                7.16769   ignored (already targeted)   -         targeted  
809       1101      0.175926    2.26906          1.0246           7.16769   ignored (score too low)      -         -         
810       12236     0           2.25             -                7.16769   ignored (score too low)      -         -         
811       827       0.0612458   3.53541          2.4829           7.16769   ignored (score too low)      -         -         
812       7676      0           4.2              -                7.16769   ignored (score too low)      -         -         
813       937       0.017689    4.1291           3.96501          7.16769   ignored (score too low)      -         -         
814       151       0.0179378   7.07908          6.43501          7.16769   ignored (score too low)      -         -         
815       14003     0           2.02333          -                7.16769   ignored (score too low)      -         -         
816       14591     0           2.25             -                7.16769   ignored (score too low)      -         -         
817       9741      0.0286798   2.29211          2.01645          7.16769   ignored (score too low)      -         -         
818       11600     0           2.02267          1.87183          7.16769   ignored (score too low)      -         -         
819       13664     0           2.14583          -                7.16769   ignored (score too low)      -         -         
820       1363      0           3.08857          -                7.16769   ignored (score too low)      -         -         
821       2920      0           1.77096          -                7.16769   ignored (score too low)      -         -         
822       7341      0           2                -                7.16769   ignored (score too low)      -         -         
823       1775      0.13469     7.42793          2.71703          7.1632    ignored (score too low)      -         -         
824       4127      0           1.91795          1.82664          7.1632    ignored (score too low)      -         -         
825       6790      0           3                -                7.1632    ignored (score too low)      -         -         
826       12073     0.0207601   2.68528          2.17267          7.1632    ignored (score too low)      -         -         
827       511       0.139652    6.95171          4.00922          7.1632    ignored (score too low)      -         -         
828       1307      0           3.27392          -                7.1632    ignored (score too low)      -         -         
829       5231      0           4.68897          4.67226          7.1632    ignored (score too low)      -         -         
830       4757      0           3.5              -                7.1632    ignored (score too low)      -         -         
831       9497      0           2.41667          -                7.1632    ignored (score too low)      -         -         
832       12006     0.0454036   2.01046          1.51311          7.1632    ignored (score too low)      -         -         
833       442       0.0809224   7.63613          5.55776          7.14081   ignored (score too low)      -         -         
834       4495      0           4.48602          -                7.14081   ignored (score too low)      -         -         
835       697       0           1.49895          1.46865          7.14081   ignored (score too low)      -         -         
836       6049      0           2.96495          -                7.14081   ignored (score too low)      -         -         
837       300       0.0208334   2.31299          2.02981          7.14081   ignored (score too low)      -         -         
838       5702      0           3.94583          -                7.14081   ignored (score too low)      -         -         
839       1683      0.018492    3.61028          3.10624          7.14081   ignored (score too low)      -         -         
840       9943      0           2.11111          -                7.14081   ignored (score too low)      -         -         
841       4207      0           2.17407          -                7.14081   ignored (score too low)      -         -         
842       2724      0.0868041   3.7445           2.20623          7.14081   ignored (score too low)      -         -         
843       1525      0.25414     3.11949          -1.2993          7.14081   ignored (score too low)      -         -         
844       6375      0           3.19167          -                7.14081   ignored (score too low)      -         -         
845       74        0.114129    6.20703          3.28898          7.14081   ignored (score too low)      -         -         
846       6547      0.025       3.32043          2.9178           7.14081   ignored (score too low)      -         -         
847       14600     0           1.44329          -                7.14081   ignored (score too low)      -         -         
848       6006      0.0162831   2.64491          2.50407          7.14081   ignored (score too low)      -         -         
849       5235      0.00806919  2.95793          2.72721          7.14081   ignored (score too low)      -         -         
850       1911      0           3.21428          -                7.14081   ignored (score too low)      -         -         
851       599       1           8.13688          -                7.14081   ignored (already targeted)   -         targeted  
852       1485      0.0308713   2.68848          1.6767           7.14081   ignored (score too low)      -         -         
853       11107     0.0666666   1.85686          1.4936           7.14081   ignored (score too low)      -         -         
854       2747      1           9.41095          -                7.14081   ignored (already targeted)   -         targeted  
855       6122      0.11381     6.68975          2.49286          7.14081   ignored (score too low)      -         -         
856       885       1           8.66198          -                7.14081   ignored (already targeted)   -         targeted  
857       7591      0.0445689   1.88817          1.48835          7.14081   ignored (score too low)      -         -         
858       288       0.0911733   5.84882          2.69331          7.14081   ignored (score too low)      -         -         
859       4586      0.0979986   4.00415          2.08635          7.14081   ignored (score too low)      -         -         
860       22        0.0849559   3.2231           2.57343          7.14081   ignored (score too low)      -         -         
861       5867      0.0416476   1.56027          1.19409          7.14081   ignored (score too low)      -         -         
862       4261      0           3.05851          2.95211          7.14081   ignored (score too low)      -         -         
863       2141      0           6.54442          -                7.14081   ignored (score too low)      -         -         
864       11350     0.160628    2.05467          0.35737          7.14081   ignored (score too low)      -         -         
865       15015     0           2.12512          -                7.14081   ignored (score too low)      -         -         
866       482       0.104043    8.34599          2.0948           7.125     ignored (score too low)      -         -         
867       14585     0           1.79444          -                7.125     ignored (score too low)      -         -         
868       608       0.176453    7.74321          -0.895767        7.11551   ignored (score too low)      -         -         
869       1361      0.00366157  7.64232          7.50003          7.11551   targeted                     36        -         
870       10775     0.00974765  2.9461           2.82808          7.11111   ignored (score too low)      -         -         
871       412       0.0854098   9.37237          5.46223          7.1091    ignored (score too low)      -         targeted  
872       395       0           2.32045          2.30702          7.1091    ignored (score too low)      -         -         
873       556       0.0173084   3.80311          3.22327          7.1091    ignored (score too low)      -         -         
874       3223      0           2.04345          -                7.1091    ignored (score too low)      -         -         
875       359       0.0411703   5.95269          3.98242          7.1091    ignored (score too low)      -         targeted  
876       7323      0.0173733   2.02491          1.89624          7.1091    ignored (score too low)      -         -         
877       6322      0           2.57588          2.53358          7.1091    ignored (score too low)      -         -         
878       3594      0           2.59896          -                7.1091    ignored (score too low)      -         -         
879       10483     0           1.99762          -                7.1091    ignored (score too low)      -         -         
880       12958     0.268728    1.99849          -0.0446899       7.1091    ignored (score too low)      -         -         
881       3416      0.0277778   2.10351          1.91236          7.1091    ignored (score too low)      -         -         
882       3779      0.0173412   6.4718           5.83422          7.1091    ignored (score too low)      -         targeted  
883       2117      0.0950236   2.69164          0.420124         7.1091    ignored (score too low)      -         -         
884       3923      0           1.72917          -                7.1091    ignored (score too low)      -         -         
885       12626     0           2.0309           -                7.1091    ignored (score too low)      -         -         
886       5747      0           2.70764          -                7.1091    ignored (score too low)      -         -         
887       2958      0.0100951   2.51192          2.45188          7.1091    ignored (score too low)      -         -         
888       4366      0           3.97037          -                7.1091    ignored (score too low)      -         -         
889       14648     0           1.77778          -                7.1091    ignored (score too low)      -         -         
890       474       0.117233    14.4821          5.14419          7.10686   ignored (score too low)      -         targeted  
891       640       0           1.94079          1.89765          7.10686   ignored (score too low)      -         -         
892       3597      0           3.22303          -                7.10686   ignored (score too low)      -         -         
893       13873     0           2.07056          -                7.10686   ignored (score too low)      -         -         
894       942       0.105697    3.36362          2.12937          7.10686   ignored (score too low)      -         -         
895       1724      0.0065033   5.83379          5.54637          7.10686   ignored (score too low)      -         -         
896       13791     0           2.05555          -                7.10686   ignored (score too low)      -         -         
897       7848      0           2.17736          -                7.10686   ignored (score too low)      -         -         
898       7861      0           2.17736          -                7.10686   ignored (score too low)      -         -         
899       11812     0           3.72305          -                7.10686   ignored (score too low)      -         -         
900       624       0.0296639   6.37839          4.22083          7.10686   ignored (score too low)      -         -         
901       13607     0           2.12722          -                7.10686   ignored (score too low)      -         -         
902       5936      0           5.42262          -                7.10686   ignored (score too low)      -         -         
903       12392     0           2.11111          -                7.10686   ignored (score too low)      -         -         
904       2820      0.017748    4.52456          4.1732           7.10686   ignored (score too low)      -         -         
905       13890     0           2.60333          -                7.10686   ignored (score too low)      -         -         
906       8061      0           2.0625           -                7.10686   ignored (score too low)      -         -         
907       1587      0.163322    6.57122          1.13787          7.10686   ignored (score too low)      -         -         
908       68        0.138286    7.1091           3.53253          7.09688   ignored (score too low)      -         -         
909       563       0.0276378   12.3986          10.8055          7.09688   targeted                     37        targeted  
910       11746     0           1.48856          1.45031          7.08361   ignored (score too low)      -         -         
911       11856     0           3.43651          -                7.08361   ignored (score too low)      -         -         
912       563       1           10.8055          -                7.08361   ignored (already targeted)   -         targeted  
913       8352      0           2.04             -                7.08361   ignored (score too low)      -         -         
914       8147      0.0924836   3.58606          1.18031          7.08361   ignored (score too low)      -         -         
915       6545      0.0122777   2.37807          2.19666          7.08361   ignored (score too low)      -         -         
916       351       0.0191839   2.55878          2.4667           7.08361   ignored (score too low)      -         -         
917       7099      0           2.74236          2.72429          7.08361   ignored (score too low)      -         -         
918       10105     0           4.07251          -                7.08361   ignored (score too low)      -         -         
919       2265      0.0609456   1.90189          1.64675          7.08361   ignored (score too low)      -         -         
920       11030     0           2.05842          1.985            7.08361   ignored (score too low)      -         -         
921       5415      0           2.14063          -                7.08361   ignored (score too low)      -         -         
922       12305     0           3.02333          -                7.08361   ignored (score too low)      -         -         
923       2844      0           1.40455          1.39186          7.08361   ignored (score too low)      -         -         
924       6265      0           3.43091          -                7.08361   ignored (score too low)      -         -         
925       12170     0           2.07113          -                7.08361   ignored (score too low)      -         -         
926       553       0.0466537   7.17657          4.59255          7.06869   ignored (score too low)      -         -         
927       8724      0           2.54167          -                7.06869   ignored (score too low)      -         -         
928       1845      0           1.62444          1.52327          7.06869   ignored (score too low)      -         -         
929       150       0.00961835  7.95801          7.47601          7.06869   targeted                     38        targeted  
930       6775      0           2.25             -                7.06719   ignored (score too low)      -         -         
931       1261      0.0309439   2.03469          1.85728          7.06719   ignored (score too low)      -         -         
932       32        0.0403201   4.28674          3.36394          7.06719   ignored (score too low)      -         -         
933       8         0.0866946   3.9819           0.673335         7.06719   ignored (score too low)      -         -         
934       6509      0           2.08145          -                7.06719   ignored (score too low)      -         -         
935       5384      0           3.01045          -                7.06719   ignored (score too low)      -         -         
936       8254      0           1.45227          1.39489          7.06719   ignored (score too low)      -         -         
937       118       0.171496    4.52492          0.264975         7.06719   ignored (score too low)      -         -         
938       2747      1           9.41095          -                7.06719   ignored (already targeted)   -         targeted  
939       14395     0           2.25             -                7.06719   ignored (score too low)      -         -         
940       2372      0.267615    2.42989          0.686718         7.06719   ignored (score too low)      -         -         
941       192       0.0106928   9.12082          8.13654          7.06719   targeted                     39        targeted  
942       2716      0.158144    0.761454         -3.06388         7.06518   ignored (score too low)      -         -         
943       5117      0.00532747  3.29587          3.02479          7.06518   ignored (score too low)      -         -         
944       15028     0           2.25             -                7.06518   ignored (score too low)      -         -         
945       3026      0.0206703   3.98815          3.59892          7.06518   ignored (score too low)      -         -         
946       386       0.0346279   3.01643          2.499            7.06518   ignored (score too low)      -         -         
947       266       0.0519935   8.72514          5.1223           7.03862   ignored (score too low)      -         targeted  
948       4774      0.134615    2.08598          1.70249          7.03862   ignored (score too low)      -         -         
949       2244      0.137501    4.3058           0.827909         7.03862   ignored (score too low)      -         -         
950       12958     0.268728    -0.0446899       -2.10765         7.03862   ignored (score too low)      -         -         
951       1405      0.0457209   6.18318          4.31977          7.03862   ignored (score too low)      -         -         
952       3663      0           4.56488          4.55761          7.03862   ignored (score too low)      -         -         
953       48        0.0439073   6.45774          4.71604          7.03862   ignored (score too low)      -         -         
954       44        0.0068355   5.67084          5.38284          7.03862   ignored (score too low)      -         -         
955       5988      0           3.12592          3.10555          7.03862   ignored (score too low)      -         -         
956       3397      0.0138889   4.32931          4.15271          7.03862   ignored (score too low)      -         -         
957       13068     0           1.92452          -                7.03862   ignored (score too low)      -         -         
958       10968     0           3                -                7.03862   ignored (score too low)      -         -         
959       11425     0           2.06138          -                7.03862   ignored (score too low)      -         -         
960       3126      0           3.92917          -                7.03862   ignored (score too low)      -         -         
961       4985      0           2.41667          -                7.03862   ignored (score too low)      -         -         
962       606       1           12.4118          -                7.03862   ignored (already targeted)   -         targeted  
963       5040      0           2.11111          -                7.03862   ignored (score too low)      -         -         
964       8085      0           1.9133           -                7.03862   ignored (score too low)      -         -         
965       9125      0           3                -                7.03862   ignored (score too low)      -         -         
966       3968      0           2.02778          -                7.03862   ignored (score too low)      -         -         
967       8887      0.0190466   4.37106          3.98469          7.03862   ignored (score too low)      -         -         
968       6205      0           2.75084          -                7.03862   ignored (score too low)      -         -         
969       11078     0           6.67179          -                7.03862   ignored (score too low)      -         targeted  
970       72        0.141231    8.05152          4.09341          7.01478   ignored (score too low)      -         -         
971       157       0.083285    6.19542          2.98092          7.01478   ignored (score too low)      -         -         
972       2866      0           2.25             -                7.01478   ignored (score too low)      -         -         
973       498       0.201483    -0.28475         -5.47443         7.01478   ignored (score too low)      -         -         
974       947       0.0360879   1.71765          1.58161          7.01478   ignored (score too low)      -         -         
975       14527     0           1.80166          1.77054          7.01478   ignored (score too low)      -         -         
976       6961      0           3.08809          -                7.01478   ignored (score too low)      -         -         
977       13620     0           1.89024          -                7.01478   ignored (score too low)      -         -         
978       3777      0.0187112   3.18916          2.84446          7.01478   ignored (score too low)      -         -         
979       613       0.085337    6.82626          3.59508          7.01478   ignored (score too low)      -         -         
980       11406     0           2.06138          -                7.01478   ignored (score too low)      -         -         
981       6194      0.0420167   2.56032          2.18054          7.01478   ignored (score too low)      -         -         
982       163       0.0369809   4.78613          3.69285          7.01478   ignored (score too low)      -         -         
983       11195     0           1.99305          -                7.01478   ignored (score too low)      -         -         
984       2800      0           5.94552          5.84229          7.01478   ignored (score too low)      -         -         
985       863       0           5.45791          5.38368          7.01478   ignored (score too low)      -         -         
986       1569      0.0615327   4.05561          2.73237          7.01478   ignored (score too low)      -         -         
987       9182      0           2.42679          -                7.01478   ignored (score too low)      -         -         
988       1655      0.0858931   4.84736          2.71642          7.01478   ignored (score too low)      -         -         
989       5879      0.0366039   2.28978          2.01998          7.01478   ignored (score too low)      -         -         
990       2017      0.0126378   7.54386          6.81012          7.0126    ignored (score too low)      -         -         
991       268       0.0731983   6.04679          3.7316           7.0126    ignored (score too low)      -         -         
992       363       0.0773981   10.259           5.6029           7.01022   ignored (score too low)      -         targeted  
993       14631     0.0236049   1.66986          1.52526          7.01022   ignored (score too low)      -         -         
994       10228     0           1.74167          -                7.01022   ignored (score too low)      -         -         
995       6666      0           1.27463          1.23331          7.01022   ignored (score too low)      -         -         
996       9736      0.0509202   2.17192          1.63837          7.01022   ignored (score too low)      -         -         
997       13629     0           2.15536          -                7.01022   ignored (score too low)      -         -         
998       9820      0           2.25             -                7.01022   ignored (score too low)      -         -         
999       113       0           3.41417          3.3733           7.01022   ignored (score too low)      -         -         
1000      2470      0           2.25             -                7.01022   ignored (score too low)      -         -         
1001      639       0.131659    14.7735          5.42124          7.00513   ignored (score too low)      -         targeted  
1002      9365      0.0908309   3.97149          1.81641          7.00513   ignored (score too low)      -         -         
1003      7308      0           2.11111          -                7.00513   ignored (score too low)      -         -         
1004      815       0.015105    5.37789          5.03312          7.00513   ignored (score too low)      -         -         
1005      1528      0.0431632   6.13225          4.79945          7.00513   ignored (score too low)      -         -         
1006      829       0.0185029   3.37522          3.07675          7.00513   ignored (score too low)      -         -         
1007      11872     0           1.77196          1.7659           7.00513   ignored (score too low)      -         -         
1008      14442     0           2.25             -                7.00513   ignored (score too low)      -         -         
1009      209       0.0965263   5.00078          2.19511          7.00513   ignored (score too low)      -         -         
1010      7585      0.0724042   1.7738           1.13461          7.00513   ignored (score too low)      -         -         
1011      11369     0.0253907   2.67896          2.40303          7.00513   ignored (score too low)      -         -         
1012      9793      0           2.05565          -                7.00513   ignored (score too low)      -         -         
1013      9686      0           2.19167          -                7.00513   ignored (score too low)      -         -         
1014      613       0.085337    3.59508          0.363905         7.00513   ignored (score too low)      -         -         
1015      2525      0.0824723   3.62553          1.29453          7.00513   ignored (score too low)      -         -         
1016      3618      0           3.45597          3.41043          7.00513   ignored (score too low)      -         -         
1017      15215     0           3                -                7.00513   ignored (score too low)      -         -         
1018      9795      0           3                -                7.00513   ignored (score too low)      -         -         
1019      5850      0           2.36667          -                7.00513   ignored (score too low)      -         -         
1020      10019     0           3                -                7.00513   ignored (score too low)      -         -         
1021      31        0.0589631   4.63482          3.56125          7.00513   ignored (score too low)      -         -         
1022      11984     0           2.7125           -                7.00513   ignored (score too low)      -         -         
1023      1037      0.0134883   4.79267          4.44942          7.00513   ignored (score too low)      -         -         
1024      2551      0           2.40908          -                7.00513   ignored (score too low)      -         -         
1025      131       1           9.60552          -                7.00513   ignored (already targeted)   -         targeted  
1026      10173     0.0199344   2.51943          2.1064           7.00513   ignored (score too low)      -         -         
1027      8473      0           2                -                7.00513   ignored (score too low)      -         -         
1028      776       0.00809477  3.23518          2.91515          7.00513   ignored (score too low)      -         -         
1029      887       0.120162    1.86584          -1.39759         7.00513   ignored (score too low)      -         -         
1030      1376      0           1.82442          1.80923          7.00513   ignored (score too low)      -         -         
1031      5274      0           3.03571          -                7.00513   ignored (score too low)      -         -         
1032      3535      0.0123167   3.12161          2.99465          7.00513   ignored (score too low)      -         -         
1033      409       0.0892798   5.43432          3.4575           7.00513   ignored (score too low)      -         -         
1034      10522     0.0326221   2.19706          1.83198          7.00513   ignored (score too low)      -         -         
1035      2953      0           1.47917          -                7.00513   ignored (score too low)      -         -         
1036      3197      0           5.01872          4.92094          7.00513   ignored (score too low)      -         -         
1037      4         0.148986    6.28815          -0.613455        7.00513   ignored (score too low)      -         -         
1038      11094     0.243993    2.13265          0.588149         7.00513   ignored (score too low)      -         -         
1039      3714      0           2.25             -                7.00513   ignored (score too low)      -         -         
1040      3214      0.0811226   4.95926          3.89174          7.00513   ignored (score too low)      -         -         
1041      1645      0.103819    -5.93536         -10.5215         7.00513   ignored (score too low)      -         -         
1042      14256     0           2.04             -                7.00513   ignored (score too low)      -         -         
1043      5137      0           2.11111          -                7.00513   ignored (score too low)      -         -         
1044      4025      0           2.94405          2.93725          7.00513   ignored (score too low)      -         -         
1045      9774      0           2.66897          -                7.00513   ignored (score too low)      -         -         
1046      2407      0.155311    5.13607          3.01844          7.00513   ignored (score too low)      -         -         
1047      6453      0           1.66562          -                7.00513   ignored (score too low)      -         -         
1048      5173      0           2.89501          -                7.00513   ignored (score too low)      -         -         
1049      1394      0.0781003   5.14853          2.6388           7.00513   ignored (score too low)      -         -         
1050      192       1           8.13654          -                7.00513   ignored (already targeted)   -         targeted  
1051      990       0.0452493   5.81124          4.98501          7.00513   ignored (score too low)      -         -         
1052      1195      0.0238495   4.08138          3.50955          7.00513   ignored (score too low)      -         -         
1053      436       0           6.70882          6.63648          7.00513   ignored (score too low)      -         -         
1054      196       1           8.89044          -                7.00513   ignored (already targeted)   -         targeted  
1055      1642      0           2.86634          2.8353           7.00513   ignored (score too low)      -         -         
1056      417       1           8.37738          -                7.00513   ignored (already targeted)   -         targeted  
1057      297       0.137527    4.07232          1.27408          7.00513   ignored (score too low)      -         -         
1058      12872     0           2.01562          -                7.00513   ignored (score too low)      -         -         
1059      7711      0           2.77415          -                7.00513   ignored (score too low)      -         -         
1060      555       0.0116576   2.71286          2.2951           7.00513   ignored (score too low)      -         -         
1061      9538      0           3                -                7.00513   ignored (score too low)      -         -         
1062      3278      0.168876    2.30346          0.64679          7.00513   ignored (score too low)      -         -         
1063      140       1           8.40868          -                7.00513   ignored (already targeted)   -         targeted  
1064      10024     0           2.59615          -                7.00513   ignored (score too low)      -         -         
1065      11426     0           2.06138          -                7.00513   ignored (score too low)      -         -         
1066      7123      0           2.11111          -                7.00513   ignored (score too low)      -         -         
1067      741       0.0239891   6.18249          5.02705          7.00513   ignored (score too low)      -         -         
1068      3491      0           2.70438          2.6504           7.00513   ignored (score too low)      -         -         
1069      5213      0.15556     2.48729          0.464242         7.00513   ignored (score too low)      -         -         
1070      13256     0           2.0025           -                7.00513   ignored (score too low)      -         -         
1071      11155     0.00727156  4.80089          4.70599          7.00513   ignored (score too low)      -         -         
1072      10897     0           2.19048          -                7.00513   ignored (score too low)      -         -         
1073      238       0.0276188   5.43179          4.17323          7.00513   ignored (score too low)      -         -         
1074      176       0.00813287  5.26699          4.80655          7.00513   ignored (score too low)      -         -         
1075      871       0.0332368   3.39651          2.80601          7.00513   ignored (score too low)      -         -         
1076      3163      0.121875    6.26202          2.88335          7.00513   ignored (score too low)      -         -         
1077      5389      0.0562229   4.92164          3.3124           7.00513   ignored (score too low)      -         -         
1078      11273     0           2.25             -                7.00513   ignored (score too low)      -         -         
1079      2936      0           1.93895          1.92134          7.00513   ignored (score too low)      -         -         
1080      1490      0.0187606   1.70727          1.54012          7.00513   ignored (score too low)      -         -         
1081      3811      0           2.73552          -                7.00513   ignored (score too low)      -         -         
1082      246       0.141992    5.90889          -1.02533         7.00513   ignored (score too low)      -         -         
1083      13028     0           3                -                7.00513   ignored (score too low)      -         -         
1084      8340      0           2.31905          -                7.00513   ignored (score too low)      -         -         
1085      9715      0           1.85139          1.75292          7.00513   ignored (score too low)      -         -         
1086      9690      0           1.34585          -                7.00513   ignored (score too low)      -         -         
1087      5624      0           4.32153          -                7.00513   ignored (score too low)      -         -         
1088      8253      0.404524    1.66622          0.19523          7.00513   ignored (score too low)      -         -         
1089      6035      0.0577659   1.74391          1.51504          7.00513   ignored (score too low)      -         -         
1090      12719     0           2.79906          -                7.00513   ignored (score too low)      -         -         
1091      124       0.0842539   13.4617          6.8794           6.99033   ignored (score too low)      -         targeted  
1092      1313      0.179874    4.4105           1.81565          6.99033   ignored (score too low)      -         -         
1093      2407      0.155311    3.01844          0.9008           6.99033   ignored (score too low)      -         -         
1094      509       0.00331424  5.42529          5.1973           6.99033   ignored (score too low)      -         -         
1095      10354     0           3.209            -                6.99033   ignored (score too low)      -         -         
1096      7459      0           2.89423          -                6.99033   ignored (score too low)      -         -         
1097      13939     0           3.5              -                6.99033   ignored (score too low)      -         -         
1098      1954      0.0997276   6.53813          2.24929          6.99033   ignored (score too low)      -         -         
1099      8498      0           2.2125           -                6.99033   ignored (score too low)      -         -         
1100      1361      1           7.50003          -                6.99033   ignored (already targeted)   -         -         
1101      6786      0.052975    1.5186           1.33799          6.99033   ignored (score too low)      -         -         
1102      6001      0           3.2239           3.21736          6.99033   ignored (score too low)      -         -         
1103      9363      0.289897    2.41389          -0.0336777       6.99033   ignored (score too low)      -         -         
1104      14371     0           1.6              -                6.99033   ignored (score too low)      -         -         
1105      199       0.0132447   2.95242          2.80269          6.99033   ignored (score too low)      -         -         
1106      6571      0.0777795   1.77212          0.0501565        6.99033   ignored (score too low)      -         -         
1107      1057      0           3.93825          3.91537          6.99033   ignored (score too low)      -         -         
1108      416       0.0486036   4.30531          3.44317          6.99033   ignored (score too low)      -         -         
