id,simulations,score
4471,10000,7.4586
4484,1,3
4484,10,2.1
4484,100,2.37
4484,1000,2.378
4484,2000,2.6275
4484,3000,2.522
4484,5000,2.6244
4484,7000,2.54757
4484,9000,2.56967
4484,10000,2.5799
4535,1,2
4535,10,2
4535,100,2
4535,1000,2
4535,2000,2
4535,3000,2
4535,5000,2
4535,7000,2
4535,9000,2
4535,10000,2
4536,1,2
4536,10,2
4536,100,2
4536,1000,2
4536,2000,2
4536,3000,2
4536,5000,2
4536,7000,2
4536,9000,2
4536,10000,2
4568,1,1
4568,10,2.8
4568,100,2.74
4568,1000,2.725
4568,2000,2.9405
4568,3000,2.79533
4568,5000,2.8444
4568,7000,2.896
4568,9000,2.84767
4568,10000,2.9566
4570,1,3
4570,10,2.6
4570,100,3.64
4570,1000,2.941
4570,2000,2.796
4570,3000,3.03533
4570,5000,2.9268
4570,7000,2.841
4570,9000,2.99433
4570,10000,2.9518
4580,1,8
4580,10,5.4
4580,100,4.55
4580,1000,4.861
4580,2000,4.6185
4580,3000,4.58
4580,5000,4.5828
4580,7000,4.69457
4580,9000,4.57367
4580,10000,4.5469
4593,1,2
4593,10,2
4593,100,2
4593,1000,2
4593,2000,2
4593,3000,2
4593,5000,2
4593,7000,2
4593,9000,2
4593,10000,2
4606,1,2
4606,10,3.8
4606,100,4.24
4606,1000,4.228
4606,2000,4.2515
4606,3000,4.18467
4606,5000,4.3678
4606,7000,4.341
4606,9000,4.24267
4606,10000,4.2602
4607,1,1
4607,10,1.7
4607,100,2.61
4607,1000,2.966
4607,2000,2.92
4607,3000,2.967
4607,5000,2.8604
4607,7000,2.85714
4607,9000,2.86378
4607,10000,2.9132
4619,1,5
4619,10,4.1
4619,100,3.62
4619,1000,4.114
4619,2000,4.1335
4619,3000,4.08467
4619,5000,4.0974
4619,7000,4.06871
4619,9000,4.12433
4619,10000,4.1859
4651,1,2
4651,10,2
4651,100,2
4651,1000,2
4651,2000,2
4651,3000,2
4651,5000,2
4651,7000,2
4651,9000,2
4651,10000,2
4660,1,2
4660,10,2
4660,100,2
4660,1000,2
4660,2000,2
4660,3000,2
4660,5000,2
4660,7000,2
4660,9000,2
4660,10000,2
4670,1,1
4670,10,2.5
4670,100,2.29
4670,1000,2.215
4670,2000,2.2675
4670,3000,2.22633
4670,5000,2.2652
4670,7000,2.23843
4670,9000,2.24944
4670,10000,2.2325
4684,1,1
4684,10,1.2
4684,100,3.18
4684,1000,3.254
4684,2000,3.5365
4684,3000,3.16
4684,5000,3.2308
4684,7000,3.44371
4684,9000,3.33922
4684,10000,3.3065
4708,1,5
4708,10,5
4708,100,5.25
4708,1000,5.398
4708,2000,5.591
4708,3000,5.44267
4708,5000,5.4984
4708,7000,5.484
4708,9000,5.64444
4708,10000,5.3976
4718,1,1
4718,10,1.7
4718,100,1.71
4718,1000,1.553
4718,2000,1.5865
4718,3000,1.79233
4718,5000,1.698
4718,7000,1.666
4718,9000,1.64089
4718,10000,1.6541
4720,1,1
4720,10,2.2
4720,100,2.22
4720,1000,2.004
4720,2000,1.934
4720,3000,2.04
4720,5000,2.002
4720,7000,1.99114
4720,9000,1.99244
4720,10000,2.002
4727,1,1
4727,10,2.2
4727,100,2.93
4727,1000,2.669
4727,2000,2.581
4727,3000,2.57367
4727,5000,2.5514
4727,7000,2.66614
4727,9000,2.58133
4727,10000,2.5903
4743,1,3
4743,10,4
4743,100,2.89
4743,1000,2.737
4743,2000,2.7015
4743,3000,2.69867
4743,5000,2.675
4743,7000,2.706
4743,9000,2.73078
4743,10000,2.7283
4772,1,1
4772,10,2
4772,100,2.39
4772,1000,1.816
4772,2000,1.8895
4772,3000,1.91433
4772,5000,2.0154
4772,7000,1.91786
4772,9000,1.87822
4772,10000,1.8837
4792,1,1
4792,10,3.9
4792,100,2.15
4792,1000,2.042
4792,2000,2.64
4792,3000,2.607
4792,5000,2.5076
4792,7000,2.47429
4792,9000,2.37511
4792,10000,2.3565
4812,1,2
4812,10,2
4812,100,2.32
4812,1000,2.195
4812,2000,2.2675
4812,3000,2.24133
4812,5000,2.2602
4812,7000,2.238
4812,9000,2.24944
4812,10000,2.2442
4819,1,6
4819,10,2.1
4819,100,2.46
4819,1000,2.675
4819,2000,2.664
4819,3000,2.74067
4819,5000,2.5568
4819,7000,2.781
4819,9000,2.65722
4819,10000,2.6182
4830,1,5
4830,10,3.3
4830,100,4.2
4830,1000,4.236
4830,2000,4.218
4830,3000,4.37967
4830,5000,4.3094
4830,7000,4.29157
4830,9000,4.29522
4830,10000,4.2776
4854,1,10
4854,10,13.8
4854,100,13.66
4854,1000,12.423
4854,2000,12.6995
4854,3000,12.4463
4854,5000,12.4082
4854,7000,12.524
4854,9000,12.4977
4854,10000,12.424
4874,1,1
4874,10,3.5
4874,100,3.64
4874,1000,4.01
4874,2000,3.954
4874,3000,3.85233
4874,5000,3.9194
4874,7000,3.81586
4874,9000,3.90022
4874,10000,3.9772
4895,1,1
4895,10,1.9
4895,100,1.31
4895,1000,1.596
4895,2000,1.6135
4895,3000,1.91967
4895,5000,1.768
4895,7000,1.69314
4895,9000,1.82389
4895,10000,1.8325
4901,1,3
4901,10,2.9
4901,100,6.38
4901,1000,6.157
4901,2000,6.712
4901,3000,6.51733
4901,5000,5.5624
4901,7000,5.782
4901,9000,6.00456
4901,10000,5.9791
4906,1,2
4906,10,2.5
4906,100,3.05
4906,1000,3.779
4906,2000,3.5565
4906,3000,3.56567
4906,5000,3.5048
4906,7000,3.492
4906,9000,3.48367
4906,10000,3.4803
4927,1,3
4927,10,2.8
4927,100,2
4927,1000,1.996
4927,2000,2.001
4927,3000,2.024
4927,5000,1.9896
4927,7000,2.02029
4927,9000,1.98333
4927,10000,2.0114
4938,1,2
4938,10,2
4938,100,2
4938,1000,2
4938,2000,2
4938,3000,2
4938,5000,2
4938,7000,2
4938,9000,2
4938,10000,2
4963,1,2
4963,10,2
4963,100,2
4963,1000,2
4963,2000,2
4963,3000,2
4963,5000,2
4963,7000,2
4963,9000,2
4963,10000,2
4989,1,2
4989,10,2.5
4989,100,3.02
4989,1000,3.258
4989,2000,3.2585
4989,3000,3.41233
4989,5000,3.358
4989,7000,3.424
4989,9000,3.38178
4989,10000,3.2886
5003,1,3
5003,10,7.3
5003,100,6.88
5003,1000,7.052
5003,2000,7.705
5003,3000,7.425
5003,5000,7.4878
5003,7000,7.54929
5003,9000,7.35767
5003,10000,7.5192
5008,1,1
5008,10,3.3
5008,100,3.35
5008,1000,2.877
5008,2000,3.2375
5008,3000,3.18367
5008,5000,3.2484
5008,7000,3.16157
5008,9000,3.179
5008,10000,3.3439
5016,1,4
5016,10,4.7
5016,100,3.59
5016,1000,3.546
5016,2000,3.528
5016,3000,3.502
5016,5000,3.483
5016,7000,3.47471
5016,9000,3.50322
5016,10000,3.4919
5029,1,2
5029,10,2
5029,100,2
5029,1000,2
5029,2000,2
5029,3000,2
5029,5000,2
5029,7000,2
5029,9000,2
5029,10000,2
5044,1,2
5044,10,2
5044,100,2
5044,1000,2
5044,2000,2
5044,3000,2
5044,5000,2
5044,7000,2
5044,9000,2
5044,10000,2
5050,1,1
5050,10,1.7
5050,100,2.21
5050,1000,2.271
5050,2000,2.2495
5050,3000,2.25033
5050,5000,2.2494
5050,7000,2.25843
5050,9000,2.25789
5050,10000,2.2535
5102,1,5
5102,10,1.9
5102,100,1.45
5102,1000,1.788
5102,2000,1.7045
5102,3000,1.71533
5102,5000,1.7468
5102,7000,1.75171
5102,9000,1.75022
5102,10000,1.7199
5124,1,32
5124,10,7.1
5124,100,7.93
5124,1000,6.924
5124,2000,6.6695
5124,3000,6.76667
5124,5000,6.9028
5124,7000,6.89586
5124,9000,6.78778
5124,10000,6.8315
5156,1,1
5156,10,3
5156,100,2.67
5156,1000,2.824
5156,2000,2.8455
5156,3000,2.88667
5156,5000,2.8104
5156,7000,2.83343
5156,9000,2.77322
5156,10000,2.7896
5173,1,1
5173,10,3.2
5173,100,4.53
5173,1000,5.29
5173,2000,5.64
5173,3000,5.77333
5173,5000,5.6066
5173,7000,5.65086
5173,9000,5.62878
5173,10000,5.738
5186,1,1
5186,10,2.7
5186,100,2.03
5186,1000,2.137
5186,2000,2.2125
5186,3000,2.174
5186,5000,2.173
5186,7000,2.21757
5186,9000,2.17067
5186,10000,2.163
5197,1,2
5197,10,2.6
5197,100,2.2
5197,1000,2.251
5197,2000,2.2465
5197,3000,2.265
5197,5000,2.2468
5197,7000,2.25243
5197,9000,2.24322
5197,10000,2.2473
5206,1,4
5206,10,3.5
5206,100,3.25
5206,1000,3.674
5206,2000,3.666
5206,3000,3.71567
5206,5000,3.662
5206,7000,3.634
5206,9000,3.67178
5206,10000,3.7011
5285,1,3
5285,10,2.5
5285,100,2.8
5285,1000,2.894
5285,2000,2.9045
5285,3000,2.99133
5285,5000,2.9742
5285,7000,2.95
5285,9000,2.91144
5285,10000,2.9758
5301,1,2
5301,10,2
5301,100,2
5301,1000,2
5301,2000,2
5301,3000,2
5301,5000,2
5301,7000,2
5301,9000,2
5301,10000,2
5305,1,2
5305,10,2
5305,100,2
5305,1000,2
5305,2000,2
5305,3000,2
5305,5000,2
5305,7000,2
5305,9000,2
5305,10000,2
5308,1,8
5308,10,10.5
5308,100,6.17
5308,1000,5.777
5308,2000,5.6435
5308,3000,5.72
5308,5000,5.6546
5308,7000,5.61871
5308,9000,5.54878
5308,10000,5.6789
5323,1,1
5323,10,1.5
5323,100,1.72
5323,1000,1.584
5323,2000,1.643
5323,3000,1.599
5323,5000,1.6214
5323,7000,1.63943
5323,9000,1.61522
5323,10000,1.642
5337,1,1
5337,10,1
5337,100,1.55
5337,1000,1.735
5337,2000,1.63
5337,3000,1.69767
5337,5000,1.7628
5337,7000,1.688
5337,9000,1.73289
5337,10000,1.642
5378,1,5
5378,10,1.8
5378,100,3.06
5378,1000,3.13
5378,2000,3.914
5378,3000,3.91633
5378,5000,3.8072
5378,7000,3.91657
5378,9000,3.67622
5378,10000,3.6785
5379,1,9
5379,10,2.5
5379,100,2.56
5379,1000,3.324
5379,2000,2.954
5379,3000,3.10733
5379,5000,3.1096
5379,7000,3.00043
5379,9000,3.04644
5379,10000,2.9631
5407,1,1
5407,10,1
5407,100,1.77
5407,1000,1.8
5407,2000,1.7575
5407,3000,1.68633
5407,5000,1.7576
5407,7000,1.74929
5407,9000,1.77278
5407,10000,1.7265
5413,1,1
5413,10,5.7
5413,100,3.67
5413,1000,3.714
5413,2000,3.8135
5413,3000,3.69
5413,5000,3.7838
5413,7000,3.72186
5413,9000,3.80622
5413,10000,3.771
5414,1,1
5414,10,2.8
5414,100,3.87
5414,1000,3.848
5414,2000,3.7415
5414,3000,3.71033
5414,5000,3.7354
5414,7000,3.75643
5414,9000,3.80433
5414,10000,3.7846
5422,1,3
5422,10,2.1
5422,100,2.33
5422,1000,2.717
5422,2000,2.849
5422,3000,2.80867
5422,5000,2.6916
5422,7000,2.67329
5422,9000,2.62256
5422,10000,2.6887
5443,1,9
5443,10,7
5443,100,4.82
5443,1000,5.089
5443,2000,5.097
5443,3000,4.965
5443,5000,5.0944
5443,7000,5.05471
5443,9000,5.03689
5443,10000,5.0405
5451,1,2
5451,10,2
5451,100,2
5451,1000,2
5451,2000,2
5451,3000,2
5451,5000,2
5451,7000,2
5451,9000,2
5451,10000,2
5466,1,3
5466,10,3.1
5466,100,2.36
5466,1000,2.645
5466,2000,2.5585
5466,3000,2.567
5466,5000,2.584
5466,7000,2.56514
5466,9000,2.59956
5466,10000,2.6356
5480,1,3
5480,10,2.6
5480,100,2.68
5480,1000,2.744
5480,2000,2.7285
5480,3000,2.83933
5480,5000,2.844
5480,7000,2.797
5480,9000,2.85189
5480,10000,2.8195
5484,1,4
5484,10,3.6
5484,100,3.65
5484,1000,3.971
5484,2000,3.9095
5484,3000,3.919
5484,5000,4.014
5484,7000,3.95243
5484,9000,3.99611
5484,10000,4.0369
5488,1,2
5488,10,2
5488,100,2.84
5488,1000,2.353
5488,2000,2.5245
5488,3000,2.40667
5488,5000,2.4776
5488,7000,2.58614
5488,9000,2.61978
5488,10000,2.6102
5510,1,1
5510,10,1.4
5510,100,2.08
5510,1000,2.37
5510,2000,2.3695
5510,3000,2.16433
5510,5000,2.3792
5510,7000,2.34114
5510,9000,2.29878
5510,10000,2.2992
5517,1,1
5517,10,1.3
5517,100,1.4
5517,1000,1.651
5517,2000,1.797
5517,3000,1.68733
5517,5000,1.7382
5517,7000,1.74171
5517,9000,1.72878
5517,10000,1.6973
5546,1,4
5546,10,3.9
5546,100,5.96
5546,1000,5.535
5546,2000,5.539
5546,3000,5.71233
5546,5000,5.6204
5546,7000,5.65271
5546,9000,5.75389
5546,10000,5.7811
5557,1,6
5557,10,1
5557,100,1.26
5557,1000,1.666
5557,2000,1.8125
5557,3000,1.65467
5557,5000,1.7244
5557,7000,1.72729
5557,9000,1.57778
5557,10000,1.6734
5561,1,2
5561,10,2.8
5561,100,3.26
5561,1000,3.653
5561,2000,3.541
5561,3000,3.47967
5561,5000,3.476
5561,7000,3.50786
5561,9000,3.38589
5561,10000,3.4872
5562,1,3
5562,10,2.6
5562,100,2.4
5562,1000,2.674
5562,2000,2.553
5562,3000,2.657
5562,5000,2.702
5562,7000,2.71729
5562,9000,2.70578
5562,10000,2.7451
5583,1,3
5583,10,2.1
5583,100,2.5
5583,1000,2.708
5583,2000,2.54
5583,3000,2.53333
5583,5000,2.5824
5583,7000,2.639
5583,9000,2.66022
5583,10000,2.6464
5591,1,26
5591,10,8
5591,100,7.43
5591,1000,7.693
5591,2000,7.3955
5591,3000,7.40433
5591,5000,7.5804
5591,7000,7.54014
5591,9000,7.56767
5591,10000,7.6551
5617,1,2
5617,10,2
5617,100,2
5617,1000,2
5617,2000,2
5617,3000,2
5617,5000,2
5617,7000,2
5617,9000,2
5617,10000,2
5634,1,3
5634,10,3.3
5634,100,3.13
5634,1000,3.603
5634,2000,3.5535
5634,3000,3.52767
5634,5000,3.5174
5634,7000,3.531
5634,9000,3.53644
5634,10000,3.5399
5646,1,7
5646,10,4.5
5646,100,3.79
5646,1000,3.767
5646,2000,3.806
5646,3000,3.82667
5646,5000,3.8066
5646,7000,3.86257
5646,9000,3.82478
5646,10000,3.8686
5659,1,1
5659,10,1.4
5659,100,2.68
5659,1000,1.783
5659,2000,1.748
5659,3000,1.84467
5659,5000,1.835
5659,7000,1.83686
5659,9000,1.68678
5659,10000,1.7527
5667,1,2
5667,10,1.6
5667,100,2.73
5667,1000,2.721
5667,2000,2.948
5667,3000,3.21633
5667,5000,2.8184
5667,7000,3.02943
5667,9000,3.013
5667,10000,3.0331
5672,1,1
5672,10,1.2
5672,100,3.7
5672,1000,3.576
5672,2000,3.596
5672,3000,4.24133
5672,5000,3.7056
5672,7000,3.71386
5672,9000,3.75444
5672,10000,3.9818
5694,1,3
5694,10,1.3
5694,100,2.74
5694,1000,2.339
5694,2000,2.2715
5694,3000,2.391
5694,5000,2.4174
5694,7000,2.40929
5694,9000,2.40156
5694,10000,2.3687
5721,1,1
5721,10,2
5721,100,2.9
5721,1000,2.98
5721,2000,2.9775
5721,3000,2.924
5721,5000,2.9852
5721,7000,2.93543
5721,9000,2.91478
5721,10000,2.995
5734,1,3
5734,10,3
5734,100,3
5734,1000,3
5734,2000,3
5734,3000,3
5734,5000,3
5734,7000,3
5734,9000,3
5734,10000,3
5760,1,1
5760,10,2.4
5760,100,2.26
5760,1000,2.286
5760,2000,2.262
5760,3000,2.22867
5760,5000,2.2438
5760,7000,2.24057
5760,9000,2.24422
5760,10000,2.2519
5776,1,1
5776,10,8.6
5776,100,3.89
5776,1000,4.54
5776,2000,4.567
5776,3000,4.12033
5776,5000,4.1162
5776,7000,4.08357
5776,9000,4.05478
5776,10000,4.1814
5781,1,1
5781,10,1.3
5781,100,2.37
5781,1000,2.516
5781,2000,2.542
5781,3000,2.467
5781,5000,2.5968
5781,7000,2.54457
5781,9000,2.57778
5781,10000,2.5656
5803,1,1
5803,10,2.3
5803,100,1.92
5803,1000,1.743
5803,2000,1.775
5803,3000,1.75633
5803,5000,1.7252
5803,7000,1.70314
5803,9000,1.72244
5803,10000,1.6837
5834,1,1
5834,10,1.8
5834,100,1.68
5834,1000,1.738
5834,2000,1.8085
5834,3000,1.768
5834,5000,1.749
5834,7000,1.808
5834,9000,1.79256
5834,10000,1.7773
5845,1,1
5845,10,3.6
5845,100,3.78
5845,1000,3.773
5845,2000,3.6435
5845,3000,3.73967
5845,5000,3.7246
5845,7000,3.77357
5845,9000,3.781
5845,10000,3.7957
5854,1,6
5854,10,2.6
5854,100,3.38
5854,1000,3.446
5854,2000,3.5435
5854,3000,3.57133
5854,5000,3.5194
5854,7000,3.53514
5854,9000,3.50211
5854,10000,3.49
5913,1,1
5913,10,1
5913,100,1.56
5913,1000,1.752
5913,2000,1.8315
5913,3000,1.81067
5913,5000,1.8556
5913,7000,1.75486
5913,9000,1.84967
5913,10000,1.871
5960,1,7
5960,10,5.2
5960,100,4.73
5960,1000,4.997
5960,2000,4.8545
5960,3000,4.80633
5960,5000,4.8626
5960,7000,4.857
5960,9000,4.83722
5960,10000,4.9936
5971,1,7
5971,10,7.2
5971,100,6.26
5971,1000,5.972
5971,2000,6.0215
5971,3000,5.89233
5971,5000,6.0502
5971,7000,5.99914
5971,9000,6.02444
5971,10000,6.0528
6013,1,1
6013,10,1.5
6013,100,2.84
6013,1000,2.567
6013,2000,2.4635
6013,3000,2.51467
6013,5000,2.4188
6013,7000,2.42186
6013,9000,2.461
6013,10000,2.4706
6031,1,2
6031,10,2.6
6031,100,3.98
6031,1000,3.654
6031,2000,3.6215
6031,3000,3.74667
6031,5000,3.5272
6031,7000,3.63686
6031,9000,3.54711
6031,10000,3.6148
6043,1,1
6043,10,4.3
6043,100,2.93
6043,1000,3.313
6043,2000,3.1115
6043,3000,3.152
6043,5000,3.193
6043,7000,3.21686
6043,9000,3.10778
6043,10000,3.211
6056,1,7
6056,10,4.5
6056,100,5.16
6056,1000,3.838
6056,2000,3.9785
6056,3000,4.04033
6056,5000,4.0542
6056,7000,4.03
6056,9000,3.98056
6056,10000,3.9966
6073,1,4
6073,10,2.8
6073,100,2.21
6073,1000,2.443
6073,2000,2.4585
6073,3000,2.64467
6073,5000,2.5418
6073,7000,2.57686
6073,9000,2.60156
6073,10000,2.558
6082,1,1
6082,10,1
6082,100,1.81
6082,1000,1.897
6082,2000,1.6725
6082,3000,1.55333
6082,5000,1.6744
6082,7000,1.74814
6082,9000,1.60978
6082,10000,1.6845
6085,1,1
6085,10,1.6
6085,100,2.34
6085,1000,2.423
6085,2000,2.888
6085,3000,2.44833
6085,5000,2.6166
6085,7000,2.40857
6085,9000,2.42478
6085,10000,2.3701
6101,1,1
6101,10,8.7
6101,100,6.7
6101,1000,6.331
6101,2000,7.22
6101,3000,6.89467
6101,5000,6.9004
6101,7000,7.09057
6101,9000,7.34378
6101,10000,7.4017
6104,1,1
6104,10,1.3
6104,100,3.3
6104,1000,3.845
6104,2000,3.9215
6104,3000,3.633
6104,5000,4.0456
6104,7000,3.56071
6104,9000,3.71122
6104,10000,3.7873
6113,1,4
6113,10,9
6113,100,11.49
6113,1000,11.579
6113,2000,11.427
6113,3000,11.8053
6113,5000,11.9856
6113,7000,12.4656
6113,9000,12.0182
6113,10000,11.9229
6116,1,8
6116,10,4.7
6116,100,3.99
6116,1000,4.278
6116,2000,4.36
6116,3000,4.33633
6116,5000,4.3656
6116,7000,4.42143
6116,9000,4.35756
6116,10000,4.3625
6155,1,3
6155,10,1.4
6155,100,2.02
6155,1000,1.974
6155,2000,1.9085
6155,3000,1.91567
6155,5000,1.8544
6155,7000,1.88514
6155,9000,1.89767
6155,10000,1.8901
6157,1,7
6157,10,4.7
6157,100,4.07
6157,1000,4.783
6157,2000,4.356
6157,3000,4.44933
6157,5000,4.5518
6157,7000,4.44757
6157,9000,4.53233
6157,10000,4.472
6181,1,1
6181,10,1
6181,100,1.79
6181,1000,2.284
6181,2000,2.198
6181,3000,2.30967
6181,5000,2.1838
6181,7000,2.26086
6181,9000,2.35744
6181,10000,2.3598
6190,1,8
6190,10,3.1
6190,100,3.65
6190,1000,3.704
6190,2000,3.703
6190,3000,3.536
6190,5000,3.6366
6190,7000,3.66243
6190,9000,3.68044
6190,10000,3.5989
6196,1,5
6196,10,2.8
6196,100,2.78
6196,1000,2.695
6196,2000,2.787
6196,3000,2.68833
6196,5000,2.677
6196,7000,2.82257
6196,9000,2.81144
6196,10000,2.7824
6207,1,1
6207,10,1
6207,100,2.16
6207,1000,1.758
6207,2000,1.7315
6207,3000,1.75
6207,5000,1.7508
6207,7000,1.73286
6207,9000,1.732
6207,10000,1.7283
6213,1,5
6213,10,1.9
6213,100,2.31
6213,1000,2.371
6213,2000,2.3115
6213,3000,2.35433
6213,5000,2.3538
6213,7000,2.32643
6213,9000,2.33067
6213,10000,2.3491
6218,1,1
6218,10,6.5
6218,100,4.49
6218,1000,4.083
6218,2000,4.0925
6218,3000,3.855
6218,5000,4.3124
6218,7000,3.95786
6218,9000,3.83278
6218,10000,4.0211
6222,1,2
6222,10,1.4
6222,100,3.26
6222,1000,2.565
6222,2000,2.4375
6222,3000,2.65367
6222,5000,2.4736
6222,7000,2.56886
6222,9000,2.43933
6222,10000,2.5257
6228,1,1
6228,10,1.3
6228,100,1.54
6228,1000,1.67
6228,2000,1.6585
6228,3000,1.69433
6228,5000,1.61
6228,7000,1.67914
6228,9000,1.64589
6228,10000,1.619
6238,1,2
6238,10,3.1
6238,100,4.64
6238,1000,4.227
6238,2000,4.487
6238,3000,4.241
6238,5000,4.21
6238,7000,4.23129
6238,9000,4.30778
6238,10000,4.186
6250,1,6
6250,10,6.9
6250,100,5.82
6250,1000,5.809
6250,2000,5.839
6250,3000,5.77867
6250,5000,5.8196
6250,7000,5.79929
6250,9000,5.81578
6250,10000,5.7979
6284,1,7
6284,10,3.7
6284,100,3.21
6284,1000,3.084
6284,2000,3.1265
6284,3000,3.15333
6284,5000,3.1292
6284,7000,3.151
6284,9000,3.15867
6284,10000,3.1396
6291,1,4
6291,10,3.5
6291,100,2.43
6291,1000,2.507
6291,2000,2.4605
6291,3000,2.47333
6291,5000,2.4594
6291,7000,2.47743
6291,9000,2.48278
6291,10000,2.4801
6295,1,2
6295,10,2
6295,100,2
6295,1000,2
6295,2000,2
6295,3000,2
6295,5000,2
6295,7000,2
6295,9000,2
6295,10000,2
6308,1,1
6308,10,1.1
6308,100,1.43
6308,1000,1.757
6308,2000,1.758
6308,3000,1.80467
6308,5000,1.814
6308,7000,1.75257
6308,9000,1.78822
6308,10000,1.7603
6331,1,1
6331,10,1
6331,100,1.25
6331,1000,2.072
6331,2000,1.7735
6331,3000,1.578
6331,5000,1.6994
6331,7000,1.669
6331,9000,1.59978
6331,10000,1.6998
6337,1,1
6337,10,2.1
6337,100,1.86
6337,1000,1.958
6337,2000,1.907
6337,3000,1.919
6337,5000,1.9442
6337,7000,1.98029
6337,9000,1.99478
6337,10000,1.9862
6346,1,1
6346,10,2.9
6346,100,2.51
6346,1000,2.46
6346,2000,2.5805
6346,3000,2.58933
6346,5000,2.4108
6346,7000,2.47157
6346,9000,2.469
6346,10000,2.4273
6352,1,3
6352,10,5.2
6352,100,6.86
6352,1000,6.824
6352,2000,7.5015
6352,3000,6.80967
6352,5000,7.4572
6352,7000,7.20186
6352,9000,7.21289
6352,10000,7.2465
6370,1,2
6370,10,4.1
6370,100,4.32
6370,1000,4.344
6370,2000,4.332
6370,3000,4.348
6370,5000,4.2974
6370,7000,4.33314
6370,9000,4.33944
6370,10000,4.3129
6393,1,3
6393,10,3.2
6393,100,3.64
6393,1000,3.375
6393,2000,3.4225
6393,3000,3.43033
6393,5000,3.4734
6393,7000,3.45486
6393,9000,3.47444
6393,10000,3.4662
6399,1,2
6399,10,2
6399,100,2
6399,1000,2
6399,2000,2
6399,3000,2
6399,5000,2
6399,7000,2
6399,9000,2
6399,10000,2
6406,1,1
6406,10,2.6
6406,100,2.5
6406,1000,2.378
6406,2000,2.402
6406,3000,2.42033
6406,5000,2.4142
6406,7000,2.41871
6406,9000,2.44778
6406,10000,2.4544
6409,1,14
6409,10,8.7
6409,100,5
6409,1000,4.528
6409,2000,4.6205
6409,3000,4.811
6409,5000,4.7202
6409,7000,4.67614
6409,9000,4.741
6409,10000,4.7994
6414,1,6
6414,10,3
6414,100,4.47
6414,1000,4.307
6414,2000,4.6675
6414,3000,4.40333
6414,5000,4.3462
6414,7000,4.329
6414,9000,4.32
6414,10000,4.3398
6435,1,2
6435,10,2.1
6435,100,2.59
6435,1000,2.756
6435,2000,2.742
6435,3000,2.685
6435,5000,2.7428
6435,7000,2.70543
6435,9000,2.73111
6435,10000,2.7626
6441,1,1
6441,10,1.5
6441,100,1.54
6441,1000,1.976
6441,2000,1.783
6441,3000,1.81567
6441,5000,1.711
6441,7000,1.78114
6441,9000,1.82111
6441,10000,1.7774
6470,1,3
6470,10,2.4
6470,100,3.29
6470,1000,2.879
6470,2000,2.9935
6470,3000,3.02733
6470,5000,2.9794
6470,7000,3.014
6470,9000,3.00122
6470,10000,2.9643
6475,1,4
6475,10,2.9
6475,100,2.84
6475,1000,3.07
6475,2000,2.6865
6475,3000,2.878
6475,5000,2.8032
6475,7000,2.78414
6475,9000,2.93589
6475,10000,2.8364
6477,1,5
6477,10,9.6
6477,100,14.28
6477,1000,13.579
6477,2000,13.9925
6477,3000,14.3247
6477,5000,14.358
6477,7000,14.3611
6477,9000,14.3631
6477,10000,14.5058
6481,1,7
6481,10,5.3
6481,100,6.34
6481,1000,6.514
6481,2000,6.2435
6481,3000,6.54933
6481,5000,6.5794
6481,7000,6.687
6481,9000,6.54844
6481,10000,6.5639
6492,1,1
6492,10,3.9
6492,100,5.32
6492,1000,6.362
6492,2000,5.343
6492,3000,5.63
6492,5000,5.777
6492,7000,5.64971
6492,9000,5.65811
6492,10000,5.8186
6502,1,1
6502,10,2.4
6502,100,1.88
6502,1000,1.714
6502,2000,1.771
6502,3000,1.732
6502,5000,1.785
6502,7000,1.76343
6502,9000,1.80311
6502,10000,1.7862
6517,1,3
6517,10,2.1
6517,100,2.52
6517,1000,2.428
6517,2000,2.4075
6517,3000,2.412
6517,5000,2.3738
6517,7000,2.39871
6517,9000,2.40156
6517,10000,2.3921
6548,1,1
6548,10,1
6548,100,2.13
6548,1000,1.807
6548,2000,2.032
6548,3000,1.833
6548,5000,1.9274
6548,7000,1.88571
6548,9000,1.86278
6548,10000,1.8451
6549,1,1
6549,10,9.4
6549,100,4.13
6549,1000,4.008
6549,2000,3.899
6549,3000,3.77933
6549,5000,3.7294
6549,7000,3.66871
6549,9000,3.76611
6549,10000,3.7628
6562,1,2
6562,10,4.7
6562,100,3.08
6562,1000,4.203
6562,2000,3.579
6562,3000,3.68533
6562,5000,3.6384
6562,7000,3.693
6562,9000,3.788
6562,10000,3.6914
6563,1,7
6563,10,6.2
6563,100,6.67
6563,1000,6.225
6563,2000,6.8555
6563,3000,6.893
6563,5000,6.2628
6563,7000,6.48557
6563,9000,6.49211
6563,10000,6.5002
6575,1,1
6575,10,1.6
6575,100,2.76
6575,1000,2.302
6575,2000,2.4575
6575,3000,2.47633
6575,5000,2.6558
6575,7000,2.51743
6575,9000,2.48456
6575,10000,2.4297
6580,1,1
6580,10,5.4
6580,100,8.61
6580,1000,7.582
6580,2000,8.5295
6580,3000,8.61567
6580,5000,8.4964
6580,7000,8.62843
6580,9000,8.58044
6580,10000,8.5535
6582,1,1
6582,10,4.4
6582,100,1.36
6582,1000,1.844
6582,2000,1.82
6582,3000,1.82233
6582,5000,1.7088
6582,7000,1.80843
6582,9000,1.80289
6582,10000,1.7667
6602,1,1
6602,10,3.7
6602,100,3.54
6602,1000,3.278
